school,conf,rk,w,l,wl,srs,sos,pts_for,pts_vs,pts_total,ap_pre,ap_high,ap_final,pts_diff,ncaa_result,ncaa_numeric,season,coaches,year
alabama,SEC,33,23.0,10.0,0.697,14.46,7.15,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1984-85,Wimp Sanderson (23-10),1984.0
alabama,SEC,34,18.0,12.0,0.6,11.98,7.98,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1983-84,Wimp Sanderson (18-12),1983.0
alabama,SEC,35,20.0,12.0,0.625,14.91,9.79,NA,NA,NA,12.0,5.0,30.0,NA,Lost First Round,1.0,1982-83,Wimp Sanderson (20-12),1982.0
alabama,SEC,36,24.0,7.0,0.774,10.51,5.47,NA,NA,NA,20.0,8.0,13.0,NA,Lost Regional Semifinal,8.0,1981-82,Wimp Sanderson (24-7),1981.0
alabama,SEC,37,18.0,11.0,0.621,12.7,8.02,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1980-81,Wimp Sanderson (18-11),1980.0
alabama,SEC,38,18.0,12.0,0.6,9.02,5.52,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,C.M. Newton (18-12),1979.0
alabama,SEC,39,22.0,11.0,0.667,9.98,6.71,NA,NA,NA,19.0,13.0,30.0,NA,NA,0.0,1978-79,C.M. Newton (22-11),1978.0
alabama,SEC,40,17.0,10.0,0.63,8.08,6.16,NA,NA,NA,15.0,15.0,30.0,NA,NA,0.0,1977-78,C.M. Newton (17-10),1977.0
alabama,SEC,41,25.0,6.0,0.806,14.25,7.44,NA,NA,NA,13.0,3.0,11.0,NA,NA,0.0,1976-77,C.M. Newton (25-6),1976.0
alabama,SEC,42,23.0,5.0,0.821,15.41,5.95,NA,NA,NA,12.0,6.0,6.0,NA,Lost Regional Semifinal,8.0,1975-76,C.M. Newton (23-5),1975.0
alabama,SEC,43,22.0,5.0,0.815,15.43,5.02,NA,NA,NA,9.0,5.0,10.0,NA,Lost First Round,1.0,1974-75,C.M. Newton (22-5),1974.0
alabama,SEC,44,22.0,4.0,0.846,13.86,2.59,NA,NA,NA,18.0,7.0,14.0,NA,NA,0.0,1973-74,C.M. Newton (22-4),1973.0
alabama,SEC,45,22.0,8.0,0.733,8.27,1.5,NA,NA,NA,30.0,6.0,30.0,NA,NA,0.0,1972-73,C.M. Newton (22-8),1972.0
alabama,SEC,46,18.0,8.0,0.692,6.24,1.71,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1971-72,C.M. Newton (18-8),1971.0
alabama,SEC,47,10.0,16.0,0.385,-4.11,3.09,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,C.M. Newton (10-16),1970.0
alabama,SEC,48,8.0,18.0,0.308,-8.56,1.53,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1969-70,C.M. Newton (8-18),1969.0
alabama,SEC,49,4.0,20.0,0.167,-6.38,3.53,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1968-69,C.M. Newton (4-20),1968.0
alabama,SEC,50,10.0,16.0,0.385,1.86,5.81,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1967-68,Hayden Riley (10-16),1967.0
alabama,SEC,51,13.0,13.0,0.5,-2.85,2.2,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1966-67,Hayden Riley (13-13),1966.0
alabama,SEC,52,16.0,10.0,0.615,-2.1,-0.44,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1965-66,Hayden Riley (16-10),1965.0
alabama,SEC,53,17.0,9.0,0.654,0.78,-0.22,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1964-65,Hayden Riley (17-9),1964.0
alabama,SEC,54,14.0,12.0,0.538,-9.09,-1.39,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1963-64,Hayden Riley (14-12),1963.0
alabama,SEC,55,14.0,11.0,0.56,-2.77,-1.68,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1962-63,Hayden Riley (14-11),1962.0
alabama,SEC,56,11.0,15.0,0.423,-3.07,1.32,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1961-62,Hayden Riley (11-15),1961.0
alabama,SEC,57,7.0,18.0,0.28,-6.26,-0.92,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1960-61,Hayden Riley (7-18),1960.0
alabama,SEC,58,7.0,17.0,0.292,-10.21,-0.8,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1959-60,Eugene Lambert (7-17),1959.0
alabama,SEC,59,10.0,12.0,0.455,-3.16,3.06,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1958-59,Eugene Lambert (10-12),1958.0
alabama,SEC,60,17.0,9.0,0.654,3.57,-0.83,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1957-58,Eugene Lambert (17-9),1957.0
alabama,SEC,61,15.0,11.0,0.577,-0.71,2.29,NA,NA,NA,30.0,9.0,30.0,NA,NA,0.0,1956-57,Eugene Lambert (15-11),1956.0
alabama,SEC,62,21.0,3.0,0.875,10.39,-3.33,NA,NA,NA,30.0,4.0,5.0,NA,NA,0.0,1955-56,Johnny Dee (21-3),1955.0
alabama,SEC,63,19.0,5.0,0.792,7.51,-3.31,NA,NA,NA,30.0,11.0,12.0,NA,NA,0.0,1954-55,Johnny Dee (19-5),1954.0
alabama,SEC,64,16.0,8.0,0.667,2.67,-0.6,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1953-54,Johnny Dee (16-8),1953.0
alabama,SEC,65,12.0,9.0,0.571,-5.24,-6.1,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1952-53,Johnny Dee (12-9),1952.0
alabama,SEC,66,13.0,9.0,0.591,-0.03,-2.82,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1951-52,Floyd Burdette (13-9),1951.0
alabama,SEC,67,15.0,8.0,0.652,-1.43,-5.24,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1950-51,Floyd Burdette (15-8),1950.0
alabama,SEC,68,9.0,12.0,0.429,-2.48,-3.33,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1949-50,Floyd Burdette (9-12),1949.0
alabama,SEC,69,13.0,12.0,0.52,NA,NA,43.6,47.4,91.0,30.0,30.0,30.0,-3.799999999999997,NA,0.0,1948-49,Floyd Burdette (13-12),1948.0
alabama,SEC,70,15.0,12.0,0.556,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1947-48,Floyd Burdette (15-12),1947.0
alabama,SEC,71,16.0,6.0,0.727,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1946-47,Floyd Burdette (16-6),1946.0
alabama,SEC,72,11.0,5.0,0.688,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1945-46,Hank Crisp (11-5),1945.0
alabama,SEC,73,10.0,5.0,0.667,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1944-45,Malcolm Laney (10-5),1944.0
alabama,SEC,74,10.0,10.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1942-43,Paul Burnham (10-10),1942.0
alabama,SEC,75,18.0,6.0,0.75,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1941-42,Hank Crisp (18-6),1941.0
alabama,SEC,76,14.0,8.0,0.636,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1940-41,Hank Crisp (14-8),1940.0
alabama,SEC,77,18.0,5.0,0.783,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1939-40,Hank Crisp (18-5),1939.0
alabama,SEC,78,16.0,5.0,0.762,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1938-39,Hank Crisp (16-5),1938.0
alabama,SEC,79,4.0,13.0,0.235,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1937-38,Hank Crisp (4-13),1937.0
alabama,SEC,80,11.0,10.0,0.524,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1936-37,Hank Crisp (11-10),1936.0
alabama,SEC,81,15.0,9.0,0.625,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1935-36,Hank Crisp (15-9),1935.0
alabama,SEC,82,9.0,8.0,0.529,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1934-35,Hank Crisp (9-8),1934.0
alabama,SEC,83,16.0,2.0,0.889,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1933-34,Hank Crisp (16-2),1933.0
alabama,SEC,84,14.0,5.0,0.737,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1932-33,Hank Crisp (14-5),1932.0
alabama,Southern,85,16.0,4.0,0.8,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1931-32,Hank Crisp (16-4),1931.0
alabama,Southern,86,14.0,6.0,0.7,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1930-31,Hank Crisp (14-6),1930.0
alabama,Southern,87,20.0,0.0,1.0,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1929-30,Hank Crisp (20-0),1929.0
alabama,Southern,88,16.0,10.0,0.615,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1928-29,Hank Crisp (16-10),1928.0
alabama,Southern,89,10.0,10.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1927-28,Hank Crisp (10-10),1927.0
alabama,Southern,90,5.0,8.0,0.385,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1926-27,Hank Crisp (5-8),1926.0
alabama,Southern,91,10.0,11.0,0.476,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1925-26,Hank Crisp (10-11),1925.0
alabama,Southern,92,15.0,4.0,0.789,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1924-25,Hank Crisp (15-4),1924.0
alabama,Southern,93,12.0,4.0,0.75,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1923-24,Hank Crisp (12-4),1923.0
alabama,Southern,94,20.0,5.0,0.8,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1922-23,Charles Bernier (20-5),1922.0
alabama,Southern,95,15.0,4.0,0.789,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1921-22,Charles Bernier (15-4),1921.0
alabama,Ind,96,12.0,10.0,0.545,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1920-21,Charles Bernier (12-10),1920.0
alabama,Ind,97,5.0,7.0,0.417,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1919-20,Bill Moore (5-7),1919.0
alabama,Ind,98,3.0,3.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1918-19,Yancey Goodall (3-3),1918.0
alabama,Ind,99,2.0,5.0,0.286,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1917-18,Lonnie Noojin (2-5),1917.0
alabama,Ind,100,6.0,8.0,0.429,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1916-17,Thomas Kelly (6-8),1916.0
alabama,Ind,101,13.0,4.0,0.765,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1915-16,Griff Harsh (13-4),1915.0
alabama,Ind,102,7.0,4.0,0.636,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1914-15,Tubby Graves (7-4),1914.0
alabama,Ind,103,6.0,4.0,0.6,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1913-14,Tubby Graves (6-4),1913.0
alabama,Ind,104,7.0,4.0,0.636,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1912-13,Tubby Graves (7-4),1912.0
alabama-state,SWAC,1,8.0,23.0,0.258,-19.52,-10.52,65.9,74.4,140.3,30.0,30.0,30.0,-8.5,NA,0.0,2016-17,Lewis Jackson (8-23),2016.0
alabama-state,SWAC,2,14.0,17.0,0.452,-13.11,-9.35,71.5,74.5,146.0,30.0,30.0,30.0,-3.0,NA,0.0,2015-16,Lewis Jackson (14-17),2015.0
alabama-state,SWAC,3,19.0,10.0,0.655,-8.97,-12.71,72.1,66.8,138.89999999999998,30.0,30.0,30.0,5.299999999999997,NA,0.0,2014-15,Lewis Jackson (19-10),2014.0
alabama-state,SWAC,4,19.0,13.0,0.594,-12.84,-11.4,70.8,69.5,140.3,30.0,30.0,30.0,1.2999999999999972,NA,0.0,2013-14,Lewis Jackson (19-13),2013.0
alabama-state,SWAC,5,10.0,22.0,0.313,-17.88,-9.01,61.8,69.7,131.5,30.0,30.0,30.0,-7.900000000000006,NA,0.0,2012-13,Lewis Jackson (10-22),2012.0
alabama-state,SWAC,6,12.0,19.0,0.387,-15.79,-9.96,59.4,64.4,123.80000000000001,30.0,30.0,30.0,-5.000000000000007,NA,0.0,2011-12,Lewis Jackson (12-19),2011.0
alabama-state,SWAC,7,17.0,18.0,0.486,-13.37,-10.31,61.3,63.8,125.1,30.0,30.0,30.0,-2.5,Lost First Round,1.0,2010-11,Lewis Jackson (17-18),2010.0
alabama-state,SWAC,8,16.0,15.0,0.516,-14.41,-12.02,64.5,65.9,130.4,30.0,30.0,30.0,-1.4000000000000057,NA,0.0,2009-10,Lewis Jackson (16-15),2009.0
alabama-state,SWAC,9,22.0,10.0,0.688,-6.13,-11.2,68.8,63.3,132.1,30.0,30.0,30.0,5.5,Lost Opening Round,1.0,2008-09,Lewis Jackson (22-10),2008.0
alabama-state,SWAC,10,20.0,11.0,0.645,-7.73,-12.7,71.0,65.0,136.0,30.0,30.0,30.0,6.0,NA,0.0,2007-08,Lewis Jackson (20-11),2007.0
alabama-state,SWAC,11,10.0,20.0,0.333,-17.9,-11.54,60.9,66.9,127.80000000000001,30.0,30.0,30.0,-6.000000000000007,NA,0.0,2006-07,Lewis Jackson (10-20),2006.0
alabama-state,SWAC,12,12.0,18.0,0.4,-12.98,-8.58,66.2,70.6,136.8,30.0,30.0,30.0,-4.3999999999999915,NA,0.0,2005-06,Lewis Jackson (12-18),2005.0
alabama-state,SWAC,13,15.0,15.0,0.5,-14.99,-11.66,58.0,61.3,119.3,30.0,30.0,30.0,-3.299999999999997,NA,0.0,2004-05,Rob Spivery (15-15),2004.0
alabama-state,SWAC,14,16.0,15.0,0.516,-11.1,-10.78,61.4,61.7,123.1,30.0,30.0,30.0,-0.30000000000000426,Lost First Round,1.0,2003-04,Rob Spivery (16-15),2003.0
alabama-state,SWAC,15,14.0,15.0,0.483,-10.33,-10.0,64.1,63.7,127.8,30.0,30.0,30.0,0.3999999999999915,NA,0.0,2002-03,Rob Spivery (14-15),2002.0
alabama-state,SWAC,16,19.0,13.0,0.594,-13.25,-14.15,65.5,64.6,130.1,30.0,30.0,30.0,0.9000000000000057,NA,0.0,2001-02,Rob Spivery (19-13),2001.0
alabama-state,SWAC,17,22.0,9.0,0.71,-8.86,-13.61,68.9,63.9,132.8,30.0,30.0,30.0,5.000000000000007,Lost First Round,1.0,2000-01,Rob Spivery (22-9),2e3
alabama-state,SWAC,18,13.0,15.0,0.464,-16.56,-12.35,66.7,69.0,135.7,30.0,30.0,30.0,-2.299999999999997,NA,0.0,1999-00,Rob Spivery (13-15),1999.0
alabama-state,SWAC,19,11.0,16.0,0.407,-15.31,-9.83,67.2,70.0,137.2,30.0,30.0,30.0,-2.799999999999997,NA,0.0,1998-99,Rob Spivery (11-16),1998.0
alabama-state,SWAC,20,11.0,17.0,0.393,-16.78,-10.28,68.4,73.7,142.10000000000002,30.0,30.0,30.0,-5.299999999999997,NA,0.0,1997-98,Rob Spivery (11-17),1997.0
alabama-state,SWAC,21,8.0,21.0,0.276,-21.8,-8.33,63.4,76.6,140.0,30.0,30.0,30.0,-13.199999999999996,NA,0.0,1996-97,Rob Spivery (8-21),1996.0
alabama-state,SWAC,22,9.0,18.0,0.333,-23.56,-12.77,73.9,82.4,156.3,30.0,30.0,30.0,-8.5,NA,0.0,1995-96,John L. Williams (9-18),1995.0
alabama-state,SWAC,23,11.0,15.0,0.423,-15.86,-8.27,80.8,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,James Oliver (11-15),1994.0
alabama-state,SWAC,24,19.0,10.0,0.655,-8.33,-12.09,84.3,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1993-94,James Oliver (19-10),1993.0
alabama-state,SWAC,25,14.0,13.0,0.519,-8.48,-9.7,88.1,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1992-93,James Oliver (14-13),1992.0
alabama-state,SWAC,26,14.0,14.0,0.5,-9.2,-9.95,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1991-92,James Oliver (14-14),1991.0
alabama-state,SWAC,27,18.0,11.0,0.621,-8.16,-11.12,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,James Oliver (18-11),1990.0
alabama-state,SWAC,28,15.0,13.0,0.536,-12.65,-8.05,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1989-90,James Oliver (15-13),1989.0
alabama-state,SWAC,29,13.0,16.0,0.448,-10.22,-5.91,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,James Oliver (13-16),1988.0
alabama-state,SWAC,30,8.0,20.0,0.286,-15.89,-5.21,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,James Oliver (8-20),1987.0
alabama-state,SWAC,31,14.0,14.0,0.5,-11.85,-11.13,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1986-87,James Oliver (14-14),1986.0
alabama-state,SWAC,32,11.0,17.0,0.393,-14.33,-9.08,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1985-86,James Oliver (11-17),1985.0
alabama-state,SWAC,33,14.0,17.0,0.452,-10.01,-6.29,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1984-85,James Oliver (14-17),1984.0
alabama-state,SWAC,34,22.0,6.0,0.786,0.73,-8.39,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1983-84,James Oliver (22-6),1983.0
alabama-state,SWAC,35,22.0,6.0,0.786,-4.38,-9.19,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1982-83,James Oliver (22-6),1982.0
alabama-birmingham,CUSA,1,17.0,16.0,0.515,-1.02,-1.68,71.8,70.2,142.0,30.0,30.0,30.0,1.5999999999999943,NA,0.0,2016-17,Rob Ehsan (17-16),2016.0
alabama-birmingham,CUSA,2,26.0,7.0,0.788,3.5,-3.07,79.0,70.4,149.4,30.0,30.0,30.0,8.599999999999994,NA,0.0,2015-16,Jerod Haase (26-7),2015.0
alabama-birmingham,CUSA,3,20.0,16.0,0.556,1.94,1.62,68.8,68.1,136.89999999999998,30.0,30.0,30.0,0.7000000000000028,Lost Third Round,4.0,2014-15,Jerod Haase (20-16),2014.0
alabama-birmingham,CUSA,4,18.0,13.0,0.581,0.78,-0.77,73.1,70.3,143.39999999999998,30.0,30.0,30.0,2.799999999999997,NA,0.0,2013-14,Jerod Haase (18-13),2013.0
alabama-birmingham,CUSA,5,16.0,17.0,0.485,0.26,1.51,71.4,71.2,142.60000000000002,30.0,30.0,30.0,0.20000000000000284,NA,0.0,2012-13,Jerod Haase (16-17),2012.0
alabama-birmingham,CUSA,6,15.0,16.0,0.484,2.61,3.64,60.5,61.5,122.0,30.0,30.0,30.0,-1.0,NA,0.0,2011-12,Mike Davis (15-16),2011.0
alabama-birmingham,CUSA,7,22.0,9.0,0.71,8.55,2.78,68.4,62.6,131.0,30.0,30.0,30.0,5.800000000000004,Lost First Round,1.0,2010-11,Mike Davis (22-9),2010.0
alabama-birmingham,CUSA,8,25.0,9.0,0.735,9.46,2.9,66.9,60.4,127.30000000000001,30.0,24.0,30.0,6.500000000000007,NA,0.0,2009-10,Mike Davis (25-9),2009.0
alabama-birmingham,CUSA,9,22.0,12.0,0.647,10.05,3.67,72.4,66.0,138.4,30.0,30.0,30.0,6.400000000000006,NA,0.0,2008-09,Mike Davis (22-12),2008.0
alabama-birmingham,CUSA,10,23.0,11.0,0.676,8.35,2.09,73.6,67.3,140.89999999999998,30.0,30.0,30.0,6.299999999999997,NA,0.0,2007-08,Mike Davis (23-11),2007.0
alabama-birmingham,CUSA,11,15.0,16.0,0.484,3.97,3.83,66.2,65.0,131.2,30.0,30.0,30.0,1.2000000000000028,NA,0.0,2006-07,Mike Davis (15-16),2006.0
alabama-birmingham,CUSA,12,24.0,7.0,0.774,9.64,1.57,74.4,65.6,140.0,30.0,24.0,25.0,8.800000000000011,Lost First Round,1.0,2005-06,Mike Anderson (24-7),2005.0
alabama-birmingham,CUSA,13,22.0,11.0,0.667,10.42,4.78,77.5,71.8,149.3,30.0,30.0,30.0,5.700000000000003,Lost Second Round,2.0,2004-05,Mike Anderson (22-11),2004.0
alabama-birmingham,CUSA,14,22.0,10.0,0.688,11.76,5.63,75.4,69.3,144.7,30.0,30.0,30.0,6.1000000000000085,Lost Regional Semifinal,8.0,2003-04,Mike Anderson (22-10),2003.0
alabama-birmingham,CUSA,15,21.0,13.0,0.618,7.6,3.89,77.6,72.9,150.5,30.0,30.0,30.0,4.699999999999989,NA,0.0,2002-03,Mike Anderson (21-13),2002.0
alabama-birmingham,CUSA,16,13.0,17.0,0.433,5.56,2.96,70.3,67.7,138.0,30.0,30.0,30.0,2.5999999999999943,NA,0.0,2001-02,Murry Bartow (13-17),2001.0
alabama-birmingham,CUSA,17,17.0,14.0,0.548,6.63,4.08,72.1,69.6,141.7,30.0,30.0,30.0,2.5,NA,0.0,2000-01,Murry Bartow (17-14),2e3
alabama-birmingham,CUSA,18,14.0,14.0,0.5,3.41,4.94,73.3,74.9,148.2,30.0,30.0,30.0,-1.6000000000000085,NA,0.0,1999-00,Murry Bartow (14-14),1999.0
alabama-birmingham,CUSA,19,20.0,12.0,0.625,8.87,5.4,74.0,70.5,144.5,30.0,30.0,30.0,3.5,Lost First Round,1.0,1998-99,Murry Bartow (20-12),1998.0
alabama-birmingham,CUSA,20,21.0,12.0,0.636,6.92,4.67,75.2,72.2,147.4,30.0,30.0,30.0,3.0,NA,0.0,1997-98,Murry Bartow (21-12),1997.0
alabama-birmingham,CUSA,21,18.0,14.0,0.563,3.06,2.06,66.9,65.9,132.8,30.0,30.0,30.0,1.0,NA,0.0,1996-97,Murry Bartow (18-14),1996.0
alabama-birmingham,CUSA,22,16.0,14.0,0.533,3.66,3.7,69.0,68.4,137.4,30.0,30.0,30.0,0.5999999999999943,NA,0.0,1995-96,Gene Bartow (16-14),1995.0
alabama-birmingham,GMWC,23,14.0,16.0,0.467,3.42,2.94,71.0,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,Gene Bartow (14-16),1994.0
alabama-birmingham,GMWC,24,22.0,8.0,0.733,14.71,3.51,71.4,NA,NA,30.0,17.0,30.0,NA,Lost First Round,1.0,1993-94,Gene Bartow (22-8),1993.0
alabama-birmingham,GMWC,25,21.0,14.0,0.6,10.82,5.68,69.5,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1992-93,Gene Bartow (21-14),1992.0
alabama-birmingham,GMWC,26,20.0,9.0,0.69,11.12,1.69,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1991-92,Gene Bartow (20-9),1991.0
alabama-birmingham,Sun Belt,27,18.0,13.0,0.581,4.22,2.12,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,Gene Bartow (18-13),1990.0
alabama-birmingham,Sun Belt,28,22.0,9.0,0.71,12.64,2.16,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1989-90,Gene Bartow (22-9),1989.0
alabama-birmingham,Sun Belt,29,22.0,12.0,0.647,7.06,2.82,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,Gene Bartow (22-12),1988.0
alabama-birmingham,Sun Belt,30,16.0,15.0,0.516,3.5,1.5,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,Gene Bartow (16-15),1987.0
alabama-birmingham,Sun Belt,31,21.0,11.0,0.656,4.64,4.21,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1986-87,Gene Bartow (21-11),1986.0
alabama-birmingham,Sun Belt,32,25.0,11.0,0.694,13.54,6.45,NA,NA,NA,16.0,12.0,30.0,NA,Lost Second Round,2.0,1985-86,Gene Bartow (25-11),1985.0
alabama-birmingham,Sun Belt,33,25.0,9.0,0.735,9.26,5.17,NA,NA,NA,30.0,13.0,30.0,NA,Lost Second Round,2.0,1984-85,Gene Bartow (25-9),1984.0
alabama-birmingham,Sun Belt,34,23.0,11.0,0.676,5.59,3.59,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1983-84,Gene Bartow (23-11),1983.0
alabama-birmingham,Sun Belt,35,19.0,14.0,0.576,3.85,3.16,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1982-83,Gene Bartow (19-14),1982.0
alabama-birmingham,Sun Belt,36,25.0,6.0,0.806,10.7,3.55,NA,NA,NA,14.0,9.0,17.0,NA,Lost Regional Final,16.0,1981-82,Gene Bartow (25-6),1981.0
alabama-birmingham,Sun Belt,37,23.0,9.0,0.719,11.26,3.12,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1980-81,Gene Bartow (23-9),1980.0
alabama-birmingham,Sun Belt,38,18.0,12.0,0.6,4.61,-0.29,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,Gene Bartow (18-12),1979.0
alcorn-state,SWAC,1,18.0,14.0,0.563,-12.02,-10.64,69.4,68.0,137.4,30.0,30.0,30.0,1.4000000000000057,NA,0.0,2016-17,Montez Robinson (18-14),2016.0
alcorn-state,SWAC,2,15.0,15.0,0.5,-16.01,-9.94,67.1,72.1,139.2,30.0,30.0,30.0,-5.0,NA,0.0,2015-16,Montez Robinson (15-15),2015.0
alcorn-state,SWAC,3,6.0,26.0,0.188,-20.75,-9.95,64.6,74.3,138.89999999999998,30.0,30.0,30.0,-9.700000000000003,NA,0.0,2014-15,Luther Riley (6-26),2014.0
alcorn-state,SWAC,4,12.0,19.0,0.387,-15.95,-9.27,64.0,67.8,131.8,30.0,30.0,30.0,-3.799999999999997,NA,0.0,2013-14,Luther Riley (12-19),2013.0
alcorn-state,SWAC,5,10.0,24.0,0.294,-14.26,-7.11,60.4,66.1,126.5,30.0,30.0,30.0,-5.699999999999996,NA,0.0,2012-13,Luther Riley (10-24),2012.0
alcorn-state,SWAC,6,10.0,22.0,0.313,-19.57,-10.61,60.2,67.1,127.3,30.0,30.0,30.0,-6.8999999999999915,NA,0.0,2011-12,Luther Riley (10-22),2011.0
alcorn-state,SWAC,7,4.0,24.0,0.143,-23.02,-8.02,65.6,80.6,146.2,30.0,30.0,30.0,-15.0,NA,0.0,2010-11,Larry Smith (4-24),2010.0
alcorn-state,SWAC,8,2.0,29.0,0.065,-30.36,-9.0,60.6,82.0,142.6,30.0,30.0,30.0,-21.4,NA,0.0,2009-10,Larry Smith (2-29),2009.0
alcorn-state,SWAC,9,6.0,25.0,0.194,-25.55,-10.26,69.5,83.5,153.0,30.0,30.0,30.0,-14.0,NA,0.0,2008-09,Larry Smith (6-25),2008.0
alcorn-state,SWAC,10,7.0,24.0,0.226,-23.12,-11.47,67.7,78.9,146.60000000000002,30.0,30.0,30.0,-11.200000000000003,NA,0.0,2007-08,Samuel West (7-24),2007.0
